FileName,rmse,zcr,tempo,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness,spectral_rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
bbvgxeczei.mp4,0.0080275275,0.03831636553633468,114.84375,3044.967491773924,5054.1500228278655,16.41421317614954,0.0057479525,5682.982620919586,-490.07425,139.16895,12.922622,6.8135595,16.8663,1.4359976,27.048407,2.423154,8.268803,-0.42343342,1.7978829,4.4057775,-4.854592,-7.056202,-2.6365945,-9.831662,-7.5146422,-8.755273,-1.8968332,-2.6035616,FAKE
agqphdxmwt.mp4,0.0052142567,0.04168824867906775,123.046875,3522.4107123724716,5273.395037662244,15.003603816190687,0.007968619,7564.151674236393,-544.73663,129.91818,5.1337047,11.258197,20.31171,3.1695015,30.397743,1.3027557,15.696077,11.017485,2.5730686,12.557711,-6.9267945,-1.758291,-2.2974274,-6.4388094,-0.57792246,-3.5413458,-1.7118396,-0.79324347,FAKE
cglxirfaey.mp4,0.00018885481,0.07307311269542559,120.18531976744185,5057.993565583449,5686.422946535497,13.394465718105454,0.038379636,12171.683589226259,-809.70215,84.134605,-6.735552,22.39895,20.017824,2.3713443,23.179579,5.196234,7.7439427,10.967223,-1.9548367,7.7541122,-0.9162889,3.2091064,-1.2370747,1.6621702,-4.138675,3.3580458,-2.7362354,0.9545337,FAKE
ekhacizpah.mp4,0.032204628,0.023699876954255936,126.04801829268293,2369.255015940228,4806.154161316167,16.36852671474135,0.001559958,3229.4567892298783,-340.31854,172.05684,17.105486,-3.2666497,22.251093,-1.0244591,20.49584,-5.055786,12.201691,-0.26015183,9.421047,2.1233478,-3.0047708,-2.4359236,5.2879295,-9.668341,0.4855375,-0.29137585,6.7670364,-2.4784942,FAKE
ahbweevwpv.mp4,0.03106555,0.019814831988274464,117.45383522727273,2084.400204288477,4570.329358372713,15.247852518483338,0.0010290063,2592.2385617219165,-361.49948,176.59975,29.381077,1.1035855,14.183729,4.6871285,22.6164,-0.8989022,10.391987,-4.0618057,3.2319,5.1991067,3.196825,-3.196581,0.3455301,-10.903251,2.0982058,-4.634393,4.790202,-2.696295,FAKE
dakqwktlbi.mp4,0.010119793,0.03688120883396063,126.04801829268293,2822.7116051346256,4982.595104751557,17.351694160419445,0.0029700007,4689.624914048929,-472.58047,156.16286,14.32885,4.104763,18.442102,-8.92543,27.065693,-4.040951,10.061167,0.08300749,3.4436367,4.972929,-8.693767,-10.798361,-4.977597,-11.045617,-7.8963456,-10.502799,-1.6769669,-3.6074305,FAKE
avibnnhwhp.mp4,0.008690813,0.037229536859438334,120.18531976744185,2984.2549250391944,5088.23462178868,15.910657627762065,0.005764836,5293.564554909163,-472.35892,146.10225,15.45271,1.2137657,16.787586,3.6635575,20.472153,0.06800412,8.349359,-0.5503406,1.8531468,-2.5421705,-5.467275,-8.637218,-2.022084,-9.975165,-6.2293863,-7.308877,0.94125783,-0.10062999,FAKE
czmqpxrqoh.mp4,0.010119793,0.03688120883396063,126.04801829268293,2822.7116051346256,4982.595104751557,17.351694160419445,0.0029700007,4689.624914048929,-472.58047,156.16286,14.32885,4.104763,18.442102,-8.92543,27.065693,-4.040951,10.061167,0.08300749,3.4436367,4.972929,-8.693767,-10.798361,-4.977597,-11.045617,-7.8963456,-10.502799,-1.6769669,-3.6074305,FAKE
dqzreruvje.mp4,0.007890162,0.03754167496019108,114.84375,3050.2691378880695,5029.340234257903,16.808588361244613,0.0074446336,5825.448387512666,-500.5847,143.79266,15.287511,11.061118,16.630621,-6.8979535,24.437378,1.2220863,10.449628,-0.9038082,-2.0322664,6.2074504,-5.7525363,-10.041675,-7.207984,-8.509694,-2.7768302,-4.9880915,-0.48245743,1.8304784,FAKE
amowujxmzc.mp4,0.0010142941,0.034842415496525767,129.19921875,3015.7037128273646,5033.643038766039,17.049958006599248,0.0083165,5449.471429185365,-721.27325,140.87961,10.901665,6.943214,20.548368,1.6183828,28.837862,-4.9610047,2.7418191,0.69137853,-0.078722805,-2.0310338,0.23488392,-2.784273,-2.8895392,-8.108543,-6.241438,-1.40796,-0.88387203,-3.6989846,FAKE
ecuvtoltue.mp4,0.00071180065,0.04825247900984366,117.45383522727273,3618.974693112133,5280.02513483841,16.112698928000746,0.014124487,7163.723869743413,-729.2978,127.17011,-2.166123,2.2725928,19.884804,1.5083364,29.710127,-3.8956187,4.9490237,2.5274365,-1.8990875,-0.17138997,-0.5668349,-1.7645575,-2.791843,-5.822606,-4.220389,1.8044311,-2.3224196,-4.4881873,FAKE
dnhvalzvrt.mp4,0.032527696,0.016158235922119284,123.046875,1922.0539903358144,4449.92523996683,15.375570093180107,0.0007354289,2243.106413080848,-367.4107,180.33331,29.231909,1.3477176,18.096107,6.511128,23.024986,-2.1072984,13.606978,-1.9792219,3.899349,6.3281193,4.1139045,-2.0605443,1.9623554,-9.567652,2.6042993,-6.738278,3.6128354,-4.707874,FAKE
aneclqfpbt.mp4,0.0060657463,0.04598212670092646,126.04801829268293,3332.858181643042,5214.406618257724,15.795385376167422,0.007977217,6337.6817695516065,-492.456,139.92024,5.3857837,6.253522,19.223082,-7.285886,26.594137,0.1386484,8.6672735,-1.1002591,-0.74495137,7.5075107,-3.3026338,-4.525635,-2.127161,-5.029089,-3.750493,-5.6519694,-3.2684376,1.704923,FAKE
cwbacdwrzo.mp4,0.007529549,0.037587477833671105,126.04801829268293,3069.979384393998,5038.109980454182,16.657957919790753,0.0074483743,5904.673617771063,-507.6892,138.6844,18.44115,14.472266,15.47583,-5.7658453,21.819426,0.9812187,5.785424,-3.4839444,-3.2926984,3.4817927,-4.473604,-7.805631,-5.7529836,-7.7846675,-3.458525,-7.145142,-5.401885,0.14425583,FAKE
dsjbknkujw.mp4,0.037150946,0.010348339334829183,123.046875,1686.393630477492,4142.620026993652,14.495320784753408,0.0006024136,2173.5567853846987,-386.9943,160.55383,28.25238,13.849879,25.396067,9.287942,12.656587,2.4923134,14.907437,5.0596805,9.465069,9.008177,4.570481,0.9501463,3.8662126,-4.109819,4.7758555,-0.7314806,4.7805147,1.6206276,REAL
clrycekyst.mp4,0.0059718657,0.044004686595251884,135.99917763157896,3367.5141356195845,5177.725076689807,15.960135013497645,0.009128032,6864.291401273886,-518.0092,135.81049,9.52207,14.459476,19.787567,-10.354575,23.039936,-1.5770017,8.70438,0.6514987,0.14904608,11.915693,-3.316507,-2.6449444,-3.3653893,-4.2537026,-1.6235434,-3.9798179,-1.5939676,3.2950525,REAL
cksanfsjhc.mp4,0.0055519114,0.03434508676534453,117.45383522727273,2964.955382090698,5029.371391914636,15.643657511175903,0.0042002173,5610.4405388227415,-512.00104,142.69519,12.588319,17.775496,24.544731,-5.964949,32.582626,-0.11736718,9.420713,1.4206558,-2.5400023,10.435263,-4.601099,-2.0449185,-2.351023,-3.1369982,-4.59183,-7.8699517,-3.0885594,4.0211406,FAKE
eqjscdagiv.mp4,0.0009784584,0.05546388697886508,114.84375,3677.9780808866567,5215.088960084033,16.25288037289203,0.015840327,7484.352890217863,-710.43005,126.46025,0.9659894,6.1718254,21.695068,-3.5025525,22.402548,-5.233381,4.565553,2.4604483,-1.0363504,0.6708675,-1.0420458,-4.6974425,-2.7903707,-4.1422477,-2.9676642,-0.5844646,-3.7006252,-4.1932435,FAKE
abarnvbtwb.mp4,0.00041792975,0.08066253573755067,123.046875,5316.357231849283,5871.656820504891,13.148287014336734,0.030979944,13900.835958987767,-644.6222,94.998535,-23.552195,14.859529,21.829315,-11.589267,32.778587,-10.687249,14.125401,14.38231,-8.8478565,24.224014,-11.807598,12.683674,-1.4301517,1.723525,2.7210197,2.426988,1.7468873,4.4081707,REAL
adohikbdaz.mp4,0.02552427,0.016525789845107122,123.046875,1980.1558251382064,4476.443913083094,15.666167194670633,0.0007541354,2569.1841942765636,-385.36523,170.08165,31.05352,14.179628,21.657236,1.9229602,20.648314,-7.4591856,11.373682,2.9577243,4.795849,8.256111,-3.9101233,0.93274975,2.792297,-9.777171,0.61853105,-4.006147,6.6221476,-0.9879858,FAKE
awnwkrqibf.mp4,0.009851477,0.030635902214823395,126.04801829268293,2633.207004977811,4847.507304532228,16.874295482142827,0.0040491624,4407.76064662348,-492.90164,152.1706,20.16371,8.17088,18.092833,0.5375134,26.747936,-3.325679,7.8834085,2.0348382,2.5024989,2.5871553,-6.3974476,-7.867144,-2.3187668,-11.074323,-7.624629,-8.156362,-0.01480926,-3.9977953,FAKE
aettqgevhz.mp4,0.009756411,0.030726377026635783,123.046875,2703.8561306864185,4992.4272978805675,16.58623111883908,0.0037107004,4171.493903128619,-472.71558,164.72905,17.176805,-2.450007,13.327621,-8.990065,22.874865,-1.2600883,8.88161,-6.0267286,1.0287642,4.3450193,0.45595926,-6.6556253,-0.7720387,-8.954317,-2.2079206,-8.139957,-3.7925627,-0.9286739,FAKE
avgiuextiz.mp4,0.008748879,0.03473045291690793,120.18531976744185,2902.7228722171863,4981.869148390986,16.637673962893775,0.004565541,5080.0778705395915,-487.7256,149.04413,14.095772,7.9567184,19.776333,-5.406015,26.518656,0.65845907,8.319049,-3.7986155,2.2378452,8.742758,-0.92072153,-6.066263,-3.522954,-7.340442,-2.6383173,-7.3845687,-3.8346608,-0.7397524,FAKE
